type	sentence	t_verb	f_verb	verb_index
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the architect are short	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the architect are happy	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the architect are sad	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the architect are angry	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the dancer live	live	lives	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the dancer run	run	runs	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the dancer speak	speak	speaks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the dancer think	think	thinks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the dancer walk	walk	walks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the dancer are tall	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the dancer are old	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the dancer are young	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the dancer are short	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the dancer are happy	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the dancer are sad	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the dancer are angry	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the artist live	live	lives	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the artist run	run	runs	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the artist speak	speak	speaks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the artist think	think	thinks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the artist walk	walk	walks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the artist are tall	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the artist are old	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the artist are young	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the artist are short	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the artist are happy	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the artist are sad	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the artist are angry	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the minister live	live	lives	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the minister run	run	runs	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the minister speak	speak	speaks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the minister think	think	thinks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the minister walk	walk	walks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the minister are tall	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the minister are old	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the minister are young	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the minister are short	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the minister are happy	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the minister are sad	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the minister are angry	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the taxi driver live	live	lives	7
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the taxi driver run	run	runs	7
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the taxi driver speak	speak	speaks	7
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the taxi driver think	think	thinks	7
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the taxi driver walk	walk	walks	7
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the taxi driver are tall	are	is	7
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the taxi driver are old	are	is	7
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the taxi driver are young	are	is	7
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the taxi driver are short	are	is	7
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the taxi driver are happy	are	is	7
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the taxi driver are sad	are	is	7
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the taxi driver are angry	are	is	7
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the executive live	live	lives	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the executive run	run	runs	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the executive speak	speak	speaks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the executive think	think	thinks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the executive walk	walk	walks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the executive are tall	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the executive are old	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the executive are young	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the executive are short	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the executive are happy	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the executive are sad	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the executive are angry	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the parent live	live	lives	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the parent run	run	runs	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the parent speak	speak	speaks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the parent think	think	thinks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the parent walk	walk	walks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the parent are tall	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the parent are old	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the parent are young	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the parent are short	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the parent are happy	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the parent are sad	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss behind the parent are angry	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the guard live	live	lives	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the guard run	run	runs	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the guard speak	speak	speaks	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the guard think	think	thinks	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the guard walk	walk	walks	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the guard are tall	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the guard are old	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the guard are young	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the guard are short	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the guard are happy	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the guard are sad	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the guard are angry	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the architect live	live	lives	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the architect run	run	runs	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the architect speak	speak	speaks	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the architect think	think	thinks	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the architect walk	walk	walks	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the architect are tall	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the architect are old	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the architect are young	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the architect are short	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the architect are happy	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the architect are sad	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the architect are angry	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the dancer live	live	lives	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the dancer run	run	runs	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the dancer speak	speak	speaks	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the dancer think	think	thinks	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the dancer walk	walk	walks	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the dancer are tall	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the dancer are old	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the dancer are young	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the dancer are short	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the dancer are happy	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the dancer are sad	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the dancer are angry	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the artist live	live	lives	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the artist run	run	runs	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the artist speak	speak	speaks	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the artist think	think	thinks	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the artist walk	walk	walks	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the artist are tall	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the artist are old	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the artist are young	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the artist are short	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the artist are happy	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the artist are sad	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the artist are angry	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the minister live	live	lives	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the minister run	run	runs	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the minister speak	speak	speaks	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the minister think	think	thinks	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the minister walk	walk	walks	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the minister are tall	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the minister are old	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the minister are young	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the minister are short	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the minister are happy	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the minister are sad	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the minister are angry	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the taxi driver live	live	lives	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the taxi driver run	run	runs	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the taxi driver speak	speak	speaks	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the taxi driver think	think	thinks	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the taxi driver walk	walk	walks	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the taxi driver are tall	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the taxi driver are old	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the taxi driver are young	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the taxi driver are short	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the taxi driver are happy	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the taxi driver are sad	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the taxi driver are angry	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the executive live	live	lives	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the executive run	run	runs	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the executive speak	speak	speaks	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the executive think	think	thinks	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the executive walk	walk	walks	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the executive are tall	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the executive are old	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the executive are young	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the executive are short	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the executive are happy	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the executive are sad	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the executive are angry	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the parent live	live	lives	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the parent run	run	runs	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the parent speak	speak	speaks	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the parent think	think	thinks	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the parent walk	walk	walks	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the parent are tall	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the parent are old	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the parent are young	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the parent are short	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the parent are happy	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the parent are sad	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss in front of the parent are angry	are	is	8
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the guard live	live	lives	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the guard run	run	runs	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the guard speak	speak	speaks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the guard think	think	thinks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the guard walk	walk	walks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the guard are tall	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the guard are old	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the guard are young	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the guard are short	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the guard are happy	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the guard are sad	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the guard are angry	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the architect live	live	lives	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the architect run	run	runs	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the architect speak	speak	speaks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the architect think	think	thinks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the architect walk	walk	walks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the architect are tall	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the architect are old	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the architect are young	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the architect are short	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the architect are happy	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the architect are sad	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the architect are angry	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the dancer live	live	lives	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the dancer run	run	runs	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the dancer speak	speak	speaks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the dancer think	think	thinks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the dancer walk	walk	walks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the dancer are tall	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the dancer are old	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the dancer are young	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the dancer are short	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the dancer are happy	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the dancer are sad	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the dancer are angry	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the artist live	live	lives	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the artist run	run	runs	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the artist speak	speak	speaks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the artist think	think	thinks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the artist walk	walk	walks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the artist are tall	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the artist are old	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the artist are young	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the artist are short	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the artist are happy	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the artist are sad	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the artist are angry	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the minister live	live	lives	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the minister run	run	runs	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the minister speak	speak	speaks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the minister think	think	thinks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the minister walk	walk	walks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the minister are tall	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the minister are old	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the minister are young	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the minister are short	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the minister are happy	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the minister are sad	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the minister are angry	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the taxi driver live	live	lives	7
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the taxi driver run	run	runs	7
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the taxi driver speak	speak	speaks	7
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the taxi driver think	think	thinks	7
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the taxi driver walk	walk	walks	7
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the taxi driver are tall	are	is	7
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the taxi driver are old	are	is	7
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the taxi driver are young	are	is	7
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the taxi driver are short	are	is	7
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the taxi driver are happy	are	is	7
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the taxi driver are sad	are	is	7
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the taxi driver are angry	are	is	7
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the executive live	live	lives	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the executive run	run	runs	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the executive speak	speak	speaks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the executive think	think	thinks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the executive walk	walk	walks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the executive are tall	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the executive are old	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the executive are young	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the executive are short	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the executive are happy	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the executive are sad	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the executive are angry	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the parent live	live	lives	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the parent run	run	runs	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the parent speak	speak	speaks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the parent think	think	thinks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the parent walk	walk	walks	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the parent are tall	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the parent are old	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the parent are young	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the parent are short	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the parent are happy	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the parent are sad	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss near the parent are angry	are	is	6
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the guard live	live	lives	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the guard run	run	runs	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the guard speak	speak	speaks	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the guard think	think	thinks	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the guard walk	walk	walks	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the guard are tall	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the guard are old	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the guard are young	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the guard are short	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the guard are happy	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the guard are sad	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the guard are angry	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the architect live	live	lives	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the architect run	run	runs	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the architect speak	speak	speaks	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the architect think	think	thinks	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the architect walk	walk	walks	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the architect are tall	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the architect are old	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the architect are young	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the architect are short	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the architect are happy	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the architect are sad	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the architect are angry	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the dancer live	live	lives	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the dancer run	run	runs	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the dancer speak	speak	speaks	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the dancer think	think	thinks	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the dancer walk	walk	walks	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the dancer are tall	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the dancer are old	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the dancer are young	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the dancer are short	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the dancer are happy	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the dancer are sad	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the dancer are angry	are	is	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the artist live	live	lives	9
prep_anim.pickle_plur_MS_MV_plur_MS	the senatorss to the side of the artist run	run	runs	9
